facet_id,raw_facet,normalized_facet,facet_type,conversation_observable,sensitivity,scoring_definition,scoring_anchors,abstention_reason,quality_flag
FACET_084,Depression: Feelings of sadness and hopelessness,Depression: Feelings of sadness and hopelessness,psychological_trait,False,high,Clinical psychometric construct: 'Depression: Feelings of sadness and hopelessness'.,,Clinical diagnostic construct requiring accredited psychiatric/psychometric clinical evaluation.,valid
FACET_085,Synthesis of information,Synthesis of information,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Synthesis of information' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Synthesis of information through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Synthesis of information or opposing behavioral tendencies in dialogue.""}",,valid
FACET_086,Leadership Potential:,Leadership Potential,header_label,False,low,Category header label: 'Leadership Potential'. Not an evaluable individual facet.,,"Category header or structural section label, not an individual scoreable trait.",header_row
FACET_087,Ethical standards,Ethical standards,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Ethical standards' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Ethical standards through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Ethical standards or opposing behavioral tendencies in dialogue.""}",,valid
FACET_088,High-spiritedness,High-spiritedness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'High-spiritedness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high High-spiritedness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low High-spiritedness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_089,Critical reasoning,Critical reasoning,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Critical reasoning' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Critical reasoning through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Critical reasoning or opposing behavioral tendencies in dialogue.""}",,valid
FACET_090,Sleep-disorder diagnosis,Sleep-disorder diagnosis,medical_biomarker,False,clinical_medical,"Medical, biological, or physiological biomarker: 'Sleep-disorder diagnosis'.",,"Requires biological, laboratory, or physiological measurement; unobservable from text.",valid
FACET_091,Listening Skills Subcomponents:,Listening Skills Subcomponents,header_label,False,low,Category header label: 'Listening Skills Subcomponents'. Not an evaluable individual facet.,,"Category header or structural section label, not an individual scoreable trait.",header_row
FACET_092,Collaboration,Collaboration,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Collaboration' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Collaboration through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Collaboration or opposing behavioral tendencies in dialogue.""}",,valid
FACET_093,Precision of Movements,Precision of Movements,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Precision of Movements' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Precision of Movements through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Precision of Movements or opposing behavioral tendencies in dialogue.""}",,valid
FACET_094,Social Boldness,Social Boldness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Social Boldness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Social Boldness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Social Boldness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_095,Auditory memory,Auditory memory,cognitive_skill_test,False,medium,Standardized cognitive or psychomotor test metric: 'Auditory memory'.,,Requires a standardized psychometric testing task or timed cognitive exam.,valid
FACET_096,Psychomotor Ability Subcomponents:,Psychomotor Ability Subcomponents,header_label,False,low,Category header label: 'Psychomotor Ability Subcomponents'. Not an evaluable individual facet.,,"Category header or structural section label, not an individual scoreable trait.",header_row
FACET_097,Organized lifestyle,Organized lifestyle,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Organized lifestyle' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Organized lifestyle through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Organized lifestyle or opposing behavioral tendencies in dialogue.""}",,valid
FACET_098,Skill-endorsements count,Skill-endorsements count,external_biographical,False,sensitive_personal,"Objective historical, lifestyle, or biographical tracking metric: 'Skill-endorsements count'.",,"Requires objective external tracking, sensor data, or historical log verification.",valid
FACET_099,Mysteriousness,Mysteriousness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Mysteriousness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Mysteriousness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Mysteriousness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_100,Cultural Identity,Cultural Identity,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Cultural Identity' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Cultural Identity through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Cultural Identity or opposing behavioral tendencies in dialogue.""}",,valid
FACET_101,Intrinsic Motivation,Intrinsic Motivation,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Intrinsic Motivation' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Intrinsic Motivation through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Intrinsic Motivation or opposing behavioral tendencies in dialogue.""}",,valid
FACET_102,Impartial-mindedness,Impartial-mindedness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Impartial-mindedness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Impartial-mindedness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Impartial-mindedness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_103,Burnout Symptoms,Burnout Symptoms,psychological_trait,False,high,Clinical psychometric construct: 'Burnout Symptoms'.,,Clinical diagnostic construct requiring accredited psychiatric/psychometric clinical evaluation.,valid
FACET_104,Holiness,Holiness,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'Holiness'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",valid
FACET_105,Selfcontrol,Self Control,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Self Control' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Self Control through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Self Control or opposing behavioral tendencies in dialogue.""}",,camelcase_reformatted
FACET_106,SelfDirectedness,Self Directedness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Self Directedness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Self Directedness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Self Directedness or opposing behavioral tendencies in dialogue.""}",,camelcase_reformatted
FACET_107,Encouraging participation,Encouraging participation,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Encouraging participation' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Encouraging participation through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Encouraging participation or opposing behavioral tendencies in dialogue.""}",,valid
FACET_108,Impracticalness,Impracticalness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Impracticalness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Impracticalness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Impracticalness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_109,Meeting Deadlines,Meeting Deadlines,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Meeting Deadlines' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Meeting Deadlines through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Meeting Deadlines or opposing behavioral tendencies in dialogue.""}",,valid
FACET_110,Data Analysis,Data Analysis,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Data Analysis' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Data Analysis through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Data Analysis or opposing behavioral tendencies in dialogue.""}",,valid
FACET_111,Social Interaction Skills,Social Interaction Skills,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Social Interaction Skills' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Social Interaction Skills through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Social Interaction Skills or opposing behavioral tendencies in dialogue.""}",,valid
FACET_112,Psychoticism,Psychoticism,psychological_trait,False,high,Clinical psychometric construct: 'Psychoticism'.,,Clinical diagnostic construct requiring accredited psychiatric/psychometric clinical evaluation.,valid
FACET_113,Ethical leadership rating,Ethical leadership rating,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Ethical leadership rating' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Ethical leadership rating through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Ethical leadership rating or opposing behavioral tendencies in dialogue.""}",,valid
FACET_114,Slothfulness,Slothfulness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Slothfulness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Slothfulness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Slothfulness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_115,Happiness,Happiness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Happiness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Happiness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Happiness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_116,Contentment Levels,Contentment Levels,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Contentment Levels' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Contentment Levels through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Contentment Levels or opposing behavioral tendencies in dialogue.""}",,valid
FACET_117,Neuroticism,Neuroticism,psychological_trait,False,high,Clinical psychometric construct: 'Neuroticism'.,,Clinical diagnostic construct requiring accredited psychiatric/psychometric clinical evaluation.,valid
FACET_118,Desire for excellence,Desire for excellence,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Desire for excellence' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Desire for excellence through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Desire for excellence or opposing behavioral tendencies in dialogue.""}",,valid
FACET_119,Perceiving,Perceiving,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Perceiving' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Perceiving through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Perceiving or opposing behavioral tendencies in dialogue.""}",,valid
FACET_120,Liberalism,Liberalism,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Liberalism' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Liberalism through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Liberalism or opposing behavioral tendencies in dialogue.""}",,valid
FACET_121,Inversion comfort level,Inversion comfort level,medical_biomarker,False,clinical_medical,"Medical, biological, or physiological biomarker: 'Inversion comfort level'.",,"Requires biological, laboratory, or physiological measurement; unobservable from text.",valid
FACET_122,Affection,Affection,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Affection' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Affection through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Affection or opposing behavioral tendencies in dialogue.""}",,valid
FACET_123,Numeric Filing Skills,Numeric Filing Skills,cognitive_skill_test,False,medium,Standardized cognitive or psychomotor test metric: 'Numeric Filing Skills'.,,Requires a standardized psychometric testing task or timed cognitive exam.,valid
FACET_124,Martyrdom,Martyrdom,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Martyrdom' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Martyrdom through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Martyrdom or opposing behavioral tendencies in dialogue.""}",,valid
FACET_125,Parathyroid-hormone level,Parathyroid-hormone level,medical_biomarker,False,clinical_medical,"Medical, biological, or physiological biomarker: 'Parathyroid-hormone level'.",,"Requires biological, laboratory, or physiological measurement; unobservable from text.",valid
FACET_126,Seeking approval,Seeking approval,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Seeking approval' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Seeking approval through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Seeking approval or opposing behavioral tendencies in dialogue.""}",,valid
FACET_127,Judging (J):,Judging (J),header_label,False,low,Category header label: 'Judging (J)'. Not an evaluable individual facet.,,"Category header or structural section label, not an individual scoreable trait.",header_row
FACET_128,Big Five facet Openness – Artistic Interests,Big Five facet Openness – Artistic Interests,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Big Five facet Openness – Artistic Interests' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Big Five facet Openness \u2013 Artistic Interests through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Big Five facet Openness \u2013 Artistic Interests or opposing behavioral tendencies in dialogue.""}",,encoding_repaired
FACET_129,Psychological construct: Operant-Learning rate,Psychological construct: Operant-Learning rate,psychological_trait,False,high,Clinical psychometric construct: 'Psychological construct: Operant-Learning rate'.,,Clinical diagnostic construct requiring accredited psychiatric/psychometric clinical evaluation.,valid
FACET_130,Psychological construct: Need for Achievement level,Psychological construct: Need for Achievement level,medical_biomarker,False,clinical_medical,"Medical, biological, or physiological biomarker: 'Psychological construct: Need for Achievement level'.",,"Requires biological, laboratory, or physiological measurement; unobservable from text.",valid
FACET_131,Cantankerousness,Cantankerousness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Cantankerousness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Cantankerousness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Cantankerousness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_132,Material properties knowledge,Material properties knowledge,cognitive_skill_test,False,medium,Standardized cognitive or psychomotor test metric: 'Material properties knowledge'.,,Requires a standardized psychometric testing task or timed cognitive exam.,valid
FACET_133,Hostility,Hostility,conversational_trait,True,medium,"Evaluates conversational text for evidence of 'Hostility' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Hostility through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Hostility or opposing behavioral tendencies in dialogue.""}",,valid
FACET_134,Independence,Independence,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Independence' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Independence through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Independence or opposing behavioral tendencies in dialogue.""}",,valid
FACET_135,800. Sufi practice: Sufi retreat attendance count,Sufi practice: Sufi retreat attendance count,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'Sufi practice: Sufi retreat attendance count'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",number_prefix_stripped
FACET_136,Chromatin-accessibility score,Chromatin-accessibility score,medical_biomarker,False,clinical_medical,"Medical, biological, or physiological biomarker: 'Chromatin-accessibility score'.",,"Requires biological, laboratory, or physiological measurement; unobservable from text.",valid
FACET_137,644. Spiritual virtue: Humility practice index,Spiritual virtue: Humility practice index,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'Spiritual virtue: Humility practice index'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",number_prefix_stripped
FACET_138,754. I Ching hexagram 36 resonance level,I Ching hexagram 36 resonance level,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'I Ching hexagram 36 resonance level'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",number_prefix_stripped
FACET_139,Well-being component: Engagement,Well-being component: Engagement,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Well-being component: Engagement' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Well-being component: Engagement through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Well-being component: Engagement or opposing behavioral tendencies in dialogue.""}",,valid
FACET_140,Need for social interaction,Need for social interaction,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Need for social interaction' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Need for social interaction through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Need for social interaction or opposing behavioral tendencies in dialogue.""}",,valid
FACET_141,Peer-collaboration hours,Peer-collaboration hours,external_biographical,False,sensitive_personal,"Objective historical, lifestyle, or biographical tracking metric: 'Peer-collaboration hours'.",,"Requires objective external tracking, sensor data, or historical log verification.",valid
FACET_142,Arts and Humanities,Arts and Humanities,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Arts and Humanities' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Arts and Humanities through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Arts and Humanities or opposing behavioral tendencies in dialogue.""}",,valid
FACET_143,596. Religious practice: Quran khatam cycles per year,Religious practice: Quran khatam cycles per year,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'Religious practice: Quran khatam cycles per year'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",number_prefix_stripped
FACET_144,926. Bahá’í spiritual metric: Ridván festival participation,Bahá’í spiritual metric: Ridván festival participation,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'Bahá’í spiritual metric: Ridván festival participation'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",number_prefix_stripped
FACET_145,Compassion,Compassion,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Compassion' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Compassion through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Compassion or opposing behavioral tendencies in dialogue.""}",,valid
FACET_146,Information Retention,Information Retention,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Information Retention' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Information Retention through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Information Retention or opposing behavioral tendencies in dialogue.""}",,valid
FACET_147,Eye-contact duration,Eye-contact duration,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Eye-contact duration' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Eye-contact duration through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Eye-contact duration or opposing behavioral tendencies in dialogue.""}",,valid
FACET_148,Self-righteousness,Self-righteousness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Self-righteousness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Self-righteousness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Self-righteousness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_149,General Mood and Attitude,General Mood and Attitude,conversational_trait,True,low,"Evaluates conversational text for evidence of 'General Mood and Attitude' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high General Mood and Attitude through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low General Mood and Attitude or opposing behavioral tendencies in dialogue.""}",,valid
FACET_150,Serotonin transporter availability,Serotonin transporter availability,medical_biomarker,False,clinical_medical,"Medical, biological, or physiological biomarker: 'Serotonin transporter availability'.",,"Requires biological, laboratory, or physiological measurement; unobservable from text.",valid
FACET_151,Contribution to Group Goals,Contribution to Group Goals,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Contribution to Group Goals' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Contribution to Group Goals through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Contribution to Group Goals or opposing behavioral tendencies in dialogue.""}",,valid
FACET_152,Dignity,Dignity,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Dignity' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Dignity through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Dignity or opposing behavioral tendencies in dialogue.""}",,valid
FACET_153,HEXACO Personality Inventory Facets:,HEXACO Personality Inventory Facets,header_label,False,low,Category header label: 'HEXACO Personality Inventory Facets'. Not an evaluable individual facet.,,"Category header or structural section label, not an individual scoreable trait.",header_row
FACET_154,Evaluating Solutions,Evaluating Solutions,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Evaluating Solutions' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Evaluating Solutions through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Evaluating Solutions or opposing behavioral tendencies in dialogue.""}",,valid
FACET_155,Input,Input,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Input' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Input through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Input or opposing behavioral tendencies in dialogue.""}",,valid
FACET_156,Discreteness,Discreteness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Discreteness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Discreteness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Discreteness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_157,607. Energy-healing practice: Reiki sessions / year,Energy-healing practice: Reiki sessions / year,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'Energy-healing practice: Reiki sessions / year'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",number_prefix_stripped
FACET_158,692. Astrology: Rising sign is Scorpio,Astrology: Rising sign is Scorpio,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'Astrology: Rising sign is Scorpio'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",number_prefix_stripped
FACET_159,Character strength: Social Intelligence,Character strength: Social Intelligence,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Character strength: Social Intelligence' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Character strength: Social Intelligence through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Character strength: Social Intelligence or opposing behavioral tendencies in dialogue.""}",,valid
FACET_160,Bravery,Bravery,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Bravery' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Bravery through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Bravery or opposing behavioral tendencies in dialogue.""}",,valid
FACET_161,Childhood Experiences,Childhood Experiences,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Childhood Experiences' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Childhood Experiences through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Childhood Experiences or opposing behavioral tendencies in dialogue.""}",,valid
FACET_162,Data-sharing consent level,Data-sharing consent level,medical_biomarker,False,clinical_medical,"Medical, biological, or physiological biomarker: 'Data-sharing consent level'.",,"Requires biological, laboratory, or physiological measurement; unobservable from text.",valid
FACET_163,Vision-check frequency,Vision-check frequency,external_biographical,False,sensitive_personal,"Objective historical, lifestyle, or biographical tracking metric: 'Vision-check frequency'.",,"Requires objective external tracking, sensor data, or historical log verification.",valid
FACET_164,Physical-violence exposure,Physical-violence exposure,psychological_trait,False,high,Clinical psychometric construct: 'Physical-violence exposure'.,,Clinical diagnostic construct requiring accredited psychiatric/psychometric clinical evaluation.,valid
FACET_165,Macronutrient ratio: fat,Macronutrient ratio: fat,medical_biomarker,False,clinical_medical,"Medical, biological, or physiological biomarker: 'Macronutrient ratio: fat'.",,"Requires biological, laboratory, or physiological measurement; unobservable from text.",valid
FACET_166,Cooking and Culinary Arts,Cooking and Culinary Arts,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Cooking and Culinary Arts' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Cooking and Culinary Arts through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Cooking and Culinary Arts or opposing behavioral tendencies in dialogue.""}",,valid
FACET_167,Language use,Language use,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Language use' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Language use through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Language use or opposing behavioral tendencies in dialogue.""}",,valid
FACET_168,Dance-style mastery diversity,Dance-style mastery diversity,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Dance-style mastery diversity' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Dance-style mastery diversity through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Dance-style mastery diversity or opposing behavioral tendencies in dialogue.""}",,valid
FACET_169,Satya Adherence,Satya Adherence,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'Satya Adherence'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",valid
FACET_170,Ethnocentrism,Ethnocentrism,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Ethnocentrism' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Ethnocentrism through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Ethnocentrism or opposing behavioral tendencies in dialogue.""}",,valid
